Organism Name,# of essential genes,NCBI Taxonomy ID
Serratia symbiotica,127,568817
Shewanella amazonensis,668,326297
Shewanella denitrificans,839,318161
Shewanella frigidimarina,901,318167
Shewanella halifaxensis,922,458817
Shewanella haliotis,1478,1236541
Shewanella loihica,813,323850
Shewanella marina,1144,1236542
Shewanella oneidensis,516,211586
Shewanella pealeana,858,398579
Shewanella piezotolerans,870,225849
Shewanella putrefaciens,958,319224
Shewanella sediminis,1092,425104
Shewanella sp. ANA3,797,94122
Shewanella sp. ECSMB14101,1070,1565129
Shewanella sp. YQH10,989,1515746
Shewanella violacea,634,637905
Shewanella waksmanii,1180,1336233
Shewanella woodyi,927,392500
Shigella flexneri,609,198214
Shimwellia blattae,627,630626
Shinella sp. DD12,2036,1410620
Sideroxydans lithotrophicus,476,580332
Silanimonas lenta,563,1123253
Silicibacter lacuscaerulensis,766,644107
Silicibacter sp. TrichCH4B,1022,644076
Simiduia agarivorans,574,1117647
Simonsiella muelleri,222,641147
Simplicispira psychrophila,1023,1123255
Sinorhizobium americanum,1032,1408224
Sinorhizobium arboris,1643,935557
Sinorhizobium fredii HH103,547,1117943
Sinorhizobium fredii NGR234,395,394
Sinorhizobium fredii USDA257,1133,1185652
Sinorhizobium medicae,696,366394
Sinorhizobium meliloti,733,266834
Sinorhizobium sp. CCBAU05631,989,794846
Slackia exigua,94,649764
Slackia heliotrinireducens,237,471855
Slackia piriformis,56,742818
Smaragdicoccus niigatensis,770,1123258
Snodgrassella alvi,174,1196083
Sodalis glossinidius,364,343509
Sodalis pierantonius,328,2342
Solemya velum,470,2340
Solibacter usitatus,1368,234267
Solimonas flava,1126,1123257
Solimonas soli,1072,1123261
Solimonas variicoloris,1009,1123256
Solirubrobacterales bacterium URHD0059,1563,1380390
Sorangium cellulosum So ce56,1117,448385
Sorangium cellulosum So01572,1265,1254432
Sphaerotilus natans,1250,1286631
Sphingobium baderi,438,1114964
Sphingobium chlorophenolicum,815,46429
Sphingobium herbicidovorans,762,1219045
Sphingobium japonicum UT26S,184,452662
Sphingobium lactosutens,1099,1331060
Sphingobium sp. AP49,975,1144307
Sphingobium sp. ba1,821,1522072
Sphingobium sp. C100,680,1207055
Sphingobium sp. SYK6,404,627192
Sphingobium sp. YL23,546,1335760
Sphingobium ummariense,745,1346791
Sphingobium xenophagum,894,1192759
Sphingobium yanoikuyae,680,13690
Sphingomonas astaxanthinifaciens,362,1123267
Sphingomonas echinoides,929,1112212
Sphingomonas elodea,1058,1081640
Sphingomonas melonis,907,1090320
Sphingomonas parapaucimobilis,912,1219049
Sphingomonas paucimobilis,988,13689
Sphingomonas phyllosphaerae 52,815,1090318
Sphingomonas phyllosphaerae FA2,615,1090319
Sphingomonas sanxanigenens,711,1123269
Sphingomonas sp. 3524ZXX,912,1545915
Sphingomonas sp. 37zxx,773,1550073
Sphingomonas sp. ATCC31555,1010,194867
Sphingomonas sp. FUKUSWIS1,834,1379701
Sphingomonas sp. KC8,496,1030157
Sphingomonas sp. MM1,475,745310
Sphingomonas sp. Mn802worker,444,629773
Sphingomonas sp. PAMC26605,772,1112214
Sphingomonas sp. PAMC26617,1092,1112216
Sphingomonas sp. PR090111T3T6A,876,685778
Sphingomonas sp. RIT328,1057,1470591
Sphingomonas sp. S17,1030,1007104
Sphingomonas sp. SKA58,874,314266
Sphingomonas sp. UNC305MFCol52,807,1449076
Sphingomonas taxi,399,1549858
Sphingomonas wittichii,522,392499
Sphingopyxis alaskensis,464,317655
Sphingopyxis baekryungensis,714,1123270
Sphingopyxis sp. LC363,585,1120705
Sphingopyxis sp. LC81,604,1502850
Sphingopyxis sp. MC1,530,1174684
Sphingopyxis sp. MWB1,500,1537715
Spiribacter salinus,270,1260251
Spiribacter sp. UAHSP71,291,1335757
Spirillospora albida,1588,58123
Spirulina subsalsa,1225,1173029
Spongiibacter tropicus,1217,1123279
Sporichthya polymorpha,1366,1048339
Stackebrandtia nassauensis,564,446470
Stanieria cyanosphaera,559,111780
Starkeya novella,535,639283
Stenotrophomonas maltophilia 5BAI2,849,1429851
Stenotrophomonas maltophilia K279a,616,522373
Stenotrophomonas maltophilia PML168,883,1118235
Stenotrophomonas maltophilia R5513,598,391008
Stenoxybacter acetivorans,112,1123296
Stigmatella aurantiaca,1736,378806
Streptacidiphilus albus,2028,105425
Streptacidiphilus carbonis,1896,105422
Streptacidiphilus jeojiense,2060,436229
Streptacidiphilus jiangxiensis,2209,235985
Streptacidiphilus neutrinimicus,1950,105420
Streptacidiphilus oryzae,1604,1449353
Streptacidiphilus rugosus,2066,981369
Streptobacillus moniliformis,127,519441
Streptomyces acidiscabies,2781,1116232
Streptomyces alboflavus,1877,67267
Streptomyces albulus,995,68570
Streptomyces albus albus,1018,67257
Streptomyces albus J1074,1157,457425
Streptomyces atroolivaceus,1502,66869
Streptomyces auratus,1801,1160718
Streptomyces aureocirculatus,2147,67275
Streptomyces aureofaciens,987,1894
Streptomyces avermitilis,1173,227882
Streptomyces avicenniae,1306,500153
Streptomyces bicolor,2298,66874
Streptomyces bikiniensis,1759,1896
Streptomyces bingchenggensis,1616,749414
Streptomyces californicus,1890,67281
Streptomyces catenulae,1705,66875
Streptomyces cattleya,1135,1003195
Streptomyces celluloflavus,2009,58344
Streptomyces cellulosae,2367,1968
Streptomyces chartreusis,2007,1079986
Streptomyces clavuligerus,1067,443255
Streptomyces coelicolor,1016,100226
Streptomyces collinus,1191,1214242
Streptomyces davawensis,997,1214101
Streptomyces durhamensis,2439,68194
Streptomyces flavidovirens,1561,1123319
Streptomyces flavochromogenes,2055,68199
Streptomyces flavovariabilis,2174,284031
Streptomyces fradiae,1289,1906
Streptomyces fulvissimus,1369,1303692
Streptomyces fulvoviolaceus,3124,285535
Streptomyces galbus,2329,33898
Streptomyces ghanaensis,1975,566461
Streptomyces glaucescens,988,1907
Streptomyces griseoaurantiacus,1767,996637
Streptomyces griseoflavus,505,467200
Streptomyces griseofuscus,2220,146922
Streptomyces griseoluteus,1731,29306
Streptomyces griseorubens,971,66897
Streptomyces griseus,1518,455632
Streptomyces halstedii,1738,1944
Streptomyces hygroscopicus,1143,1133850
Streptomyces iakyrus,1547,68219
Streptomyces katrae,1823,68223
Streptomyces lavenduligriseus,2102,67315
Streptomyces lydicus,685,47763
Streptomyces megasporus,1532,44060
Streptomyces mobaraensis,1566,1223523
Streptomyces mutabilis,1470,67332
Streptomyces niger,1923,66373
Streptomyces niveus,1364,1352941
Streptomyces olindensis,2350,358823
Streptomyces olivaceus,2114,47716
Streptomyces pratensis,1018,591167
Streptomyces pristinaespiralis,1554,457429
Streptomyces purpeofuscus,1940,67352
Streptomyces purpureus,1730,1054860
Streptomyces pyridomyceticus,1389,68260
Streptomyces rapamycinicus,2188,1343740
Streptomyces resistomycificus,2734,67356
Streptomyces roseoverticillatus,1619,66429
Streptomyces scabiei,925,680198
Streptomyces scabrisporus,2205,1123320
Streptomyces sclerotialus,1921,1957
Streptomyces scopuliridis,1999,1440053
Streptomyces seoulensis,1714,73044
Streptomyces somaliensis,1077,1134445
Streptomyces sp. 142MFCol31,2260,1172179
Streptomyces sp. 303MFCol52,2434,1172181
Streptomyces sp. 351MFTsu51,2244,1172180
Streptomyces sp. AA0539,1269,1210045
Streptomyces sp. AA4,2110,591158
Streptomyces sp. Amel2xE9,1707,1157634
Streptomyces sp. ATexABD23,654,1157635
Streptomyces sp. BoleA5,2085,1157637
Streptomyces sp. C,1905,253839
Streptomyces sp. CNH099,1693,1137269
Streptomyces sp. CNR698,1680,1206101
Streptomyces sp. CNT318,1605,1288079
Streptomyces sp. CNT372,1336,1169154
Streptomyces sp. CNY243,2069,1169161
Streptomyces sp. e14,1651,645465
Streptomyces sp. FxanaC1,1625,1157640
Streptomyces sp. GXT6,1712,711393
Streptomyces sp. HmicA12,2338,1156844
Streptomyces sp. LaPpAH108,1576,1155714
Streptomyces sp. LaPpAH95,1824,1157632
Streptomyces sp. Mg1,1288,465541
Streptomyces sp. MspMPM5,2120,1155718
Streptomyces sp. NRRLB24720,2173,1476876
Streptomyces sp. NRRLF2580,1837,1463841
Streptomyces sp. NRRLF2890,1265,1463845
Streptomyces sp. NRRLF5008,1906,1463853
Streptomyces sp. NRRLF5053,1931,1463854
Streptomyces sp. NRRLF5065,1715,1463855
Streptomyces sp. NRRLF5123,1673,1463856
Streptomyces sp. NRRLF5126,1687,1463857
Streptomyces sp. NRRLF5135,1854,1463858
Streptomyces sp. NRRLF525,1204,1463861
Streptomyces sp. NRRLF5630,1421,1463864
Streptomyces sp. NRRLF6677,1827,1463879
Streptomyces sp. NRRLS118,1451,1463881
Streptomyces sp. NRRLS149,2644,1463885
Streptomyces sp. NRRLS1777,2572,1463887
Streptomyces sp. NRRLS237,1883,1463895
Streptomyces sp. NRRLS337,2109,1463900
Streptomyces sp. NRRLS340,2082,1463901
Streptomyces sp. NRRLS37,1350,1463903
Streptomyces sp. NRRLS474,2015,1463909
Streptomyces sp. NRRLS646,2568,1463917
Streptomyces sp. NRRLS87,2031,1463920
Streptomyces sp. NRRLS920,1949,1463921
Streptomyces sp. NRRLWC3626,2115,1463926
Streptomyces sp. NRRLWC3742,2151,1463934
Streptomyces sp. NRRLWC3773,2363,1463936
Streptomyces sp. PsTaAH124,2066,1157638
Streptomyces sp. R1NS10,3142,1306990
Streptomyces sp. SirexAAE,997,862751
Streptomyces sp. SPB78,1338,591157
Streptomyces sp. TAA040,1031,1288083
Streptomyces sp. TAA204,1439,1289387
Streptomyces sp. TAA486,1606,1298880
Streptomyces sp. URHA0041,2142,1380346
Streptomyces sulphureus,1574,1123321
Streptomyces sviceus,2125,463191
Streptomyces thermolilacinus,1474,1306406
Streptomyces toyocaensis,1705,55952
Streptomyces varsoviensis,2204,67373
Streptomyces venezuelae,1608,953739
Streptomyces violaceusniger,1449,653045
Streptomyces violens,2041,66377
Streptomyces virginiae,1568,1961
Streptomyces viridochromogenes,1558,591159
Streptomyces viridosporus,1673,665577
Streptomyces vitaminophilus,1555,1123322
Streptomyces wedmorensis,2357,43759
Streptomyces xylophagus,1998,285514
Streptomyces yeochonensis,1394,1449355
Streptosporangium amethystogenes,311,2002
Streptosporangium roseum,598,479432
Succinatimonas hippei,331,762983
Succinimonas amylolytica,509,1265507
Succinivibrio dextrinosolvens,343,1410676
Sulfitobacter donghicola,695,1300350
Sulfitobacter guttiformis,969,1443111
Sulfitobacter mediterraneus,919,83219
Sulfitobacter sp. 20GPM1509m,1246,1380367
Sulfitobacter sp. EE36,393,52598
Sulfitobacter sp. H3,467,1402135
Sulfitobacter sp. MM124,1059,1342299
Sulfitobacter sp. NB68,854,1342302
Sulfitobacter sp. NB77,866,1342301
Sulfuricella denitrificans,459,1163617
Sulfuricurvum kujiense,633,709032
Sulfuricurvum sp. MLSB,379,1537917
Sulfuricurvum sp. RIFRC1,320,1249480
Sulfurimonas autotrophica,335,563040
Sulfurimonas denitrificans,273,326298
Sulfurimonas gotlandica,982,929558
Sulfurimonas sp. AST10,528,1172190
Sulfurospirillum arcachonense,824,1123326
Sulfurospirillum barnesii,477,760154
Sulfurospirillum deleyianum,351,525898
Sulfurospirillum multivorans,730,1150621
Sulfurospirillum sp. MES,831,1565314
Sulfurospirillum sp. SCADC,723,1537915
Sulfurovum sp. AR,255,1165841
Sulfurovum sp. NBC371,308,387093
Sutterella wadsworthensis 2159BFAA,256,742823
Sutterella wadsworthensis 3145B,340,742821
Sutterella wadsworthensis HGA0223,314,1203554
Symbiobacter mobilis,583,946483
Synechococcus elongatus PCC6301,294,269084
Synechococcus elongatus PCC7942,331,1140
Synechococcus sp. BL107,357,313625
Synechococcus sp. CB0101,427,232348
Synechococcus sp. CC9311,304,64471
Synechococcus sp. CC9605,268,110662
Synechococcus sp. CC9616,357,110663
Synechococcus sp. CC9902,267,316279
Synechococcus sp. JA23Ba,334,321332
Synechococcus sp. JA33Ab,317,321327
Synechococcus sp. KORDI100,266,1280380
Synechococcus sp. KORDI49,265,585423
Synechococcus sp. KORDI52,286,585425
Synechococcus sp. NKBG15041c,700,1407650
Synechococcus sp. PCC6312,326,195253
Synechococcus sp. PCC7002,73,32049
Synechococcus sp. PCC7335,1262,91464
Synechococcus sp. PCC7336,256,195250
Synechococcus sp. PCC7502,335,1173263
Synechococcus sp. RCC307,262,316278
Synechococcus sp. RS9916,373,221359
Synechococcus sp. RS9917,215,221360
Synechococcus sp. WH 5701,580,69042
Synechococcus sp. WH 7803,275,32051
Synechococcus sp. WH 7805,423,59931
Synechococcus sp. WH 8016,437,166318
Synechococcus sp. WH 8102,252,84588
Synechococcus sp. WH 8109,247,166314
Synechocystis sp. PCC6714,482,1147
Synechocystis sp. PCC7509,902,927677
Syntrophobacter fumaroxidans,554,335543
Syntrophorhabdus aromaticivorans,739,909663
Syntrophus aciditrophicus,426,56780
Tatumella morbirosei,859,642227
Tatumella ptyseos,649,1005995
Tatumella sp. NML063099,589,1344012
Taylorella asinigenitalis,207,1008459
Taylorella equigenitalis,181,937774
Tepidiphilus margaritifer,296,1123354
Terasakiella pusilla,1109,1123355
Teredinibacter turnerae T7901,724,377629
Teredinibacter turnerae T7902,802,1056820
Terracoccus sp. 273MFTsu31,985,1172188
Terriglobus roseus,409,926566
Terriglobus saanensis,358,401053
Tetrasphaera elongata,512,1193181
Thalassobacter arenae,795,1123360
Thalassobacter stenotrophicus,781,266809
Thalassobium sp. R2A62,808,633131
Thalassolituus oleivorans,524,1298593
Thalassospira australica,1120,1528106
Thalassospira profundimaris,1149,1177928
Thalassospira xiamenensis,654,1123366
Thalassotalea sp. ND16A,971,1535422
Thauera linaloolentis,1017,1123367
Thauera sp. 27,1286,305700
Thauera sp. 63,1161,497321
Thauera sp. MZ1T,749,85643
Thauera terpenica,982,1348657
Thermithiobacillus tepidarius,667,1123368
Thermobifida fusca,483,269800
Thermobispora bispora,441,469371
Thermodesulfatator atlanticus,304,1123371
Thermodesulfatator indicus,285,667014
Thermodesulfobacterium commune,196,289377
Thermodesulfobacterium geofontis,165,795359
Thermodesulfobacterium hveragerdense,209,1123372
Thermodesulfobacterium hydrogeniphilum,84,161156
Thermodesulfobacterium thermophilum,215,1123373
Thermomonas fusca,707,1123377
Thermomonospora curvata,1169,471852
Thermus antranikianii,460,1123386
Thermus aquaticus,187,498848
Thermus caliditerrae,442,1330700
Thermus igniterrae,304,1123388
Thermus islandicus,417,1123389
Thermus oshimai,288,751945
Thermus scotoductus,339,743525
Thermus sp. CCBUS3UF1,304,1111069
Thermus sp. YIM77409,250,1449080
Thermus tengchongensis,510,1449357
Thermus thermophilus HB27,236,262724
Thioalkalimicrobium aerophilum,294,717772
Thioalkalimicrobium cyclicum,247,717773
Thioalkalivibrio nitratireducens,551,1255043
Thioalkalivibrio sp. AKL11,607,545264
Thioalkalivibrio sp. AKL19,631,1266914
Thioalkalivibrio sp. ALD1,550,1158150
Thioalkalivibrio sp. ALE19,734,1266909
Thioalkalivibrio sp. ALE31,589,1158182
Thioalkalivibrio sp. ALE6,592,1266908
Thioalkalivibrio sp. ALJ11,573,1158760
Thioalkalivibrio sp. ALJ16,580,1158762
Thioalkalivibrio sp. ALJ24,591,545276
Thioalkalivibrio sp. ALJ7,561,1158756
Thioalkalivibrio sp. ALJT,497,1158146
Thioalkalivibrio sp. ALMg11,632,1158165
Thioalkalivibrio sp. ALR1721,699,1269813
Thioalkalivibrio sp. ALSr1,682,748658
Thioalkalivibrio sp. HK1,531,1469245
Thioalkalivibrio sp. K90mix,343,396595
Thioalkalivibrio sulfidiphilus,398,396588
Thioalkalivibrio thiocyanodenitrificans,827,713586
Thioalkalivibrio thiocyanoxidans ARh2,313,1279019
Thioalkalivibrio thiocyanoxidans ARh4,467,713587
Thiobacillus denitrificans ATCC25259,463,292415
Thiobacillus denitrificans DSM12475,758,1123392
Thiobacillus thioparus,717,1123393
Thiocapsa marina,267,768671
Thioclava dalianensis,832,1185766
Thioclava pacifica,909,1353537
Thioclava sp. 13D2W2,1008,1317124
Thioclava sp. DT234,826,1353528
Thiocystis violascens,866,765911
Thioflavicoccus mobilis,493,765912
Thiomicrospira arctica,532,1123514
Thiomicrospira crunogena,324,317025
Thiomicrospira kuenenii,496,1168067
Thiomicrospira pelophila,409,1123517
Thiomicrospira sp. Kp2,565,1123518
Thiomicrospira sp. MilosT1,379,90813
Thiomicrospira sp. MilosT2,529,90814
Thiomonas arsenitoxydans,464,426114
Thiomonas intermedia,409,75379
Thiomonas sp. FBCd,1077,1158292
Thiorhodococcus drewsii,1515,765913
Thiorhodococcus sp. AK35,1354,1249627
Thiorhodospira sibirica,808,765914
Thiorhodovibrio sp. 970,1196,631362
Thiothrix disciformis,863,1123399
Thiothrix flexilis,745,1123400
Thiothrix lacustris,724,1123401
Thiothrix nivea,967,870187
Timonella senegalensis,465,1095772
Tistrella mobilis,514,1110502
Tolumonas auensis,476,595494
Tolumonas sp. BRL61,973,1283284
Tomitella biformata,1237,1448389
Trabulsiella guamensis,1195,1005994
Trichodesmium erythraeum,644,203124
Tropheryma whipplei,110,203267
Truepera radiovictrix,370,649638
Tsukamurella paurometabola,597,521096
Tsukamurella sp. 1534,993,1151061
Turicella otitidis,147,883169
Uliginosibacterium gangwonense,1235,1123487
Varibaculum cambriense DORA20,247,1403948
Varibaculum cambriense DSM15806,244,1123488
Variovorax paradoxus 110B,1541,1157708
Variovorax paradoxus EPS,997,595537
Variovorax paradoxus S110,1248,543728
Verminephrobacter eiseniae,623,391735
Verrucomicrobia bacterium LP2A,217,478741
Verrucomicrobiae bacterium DG1235,1226,382464
Verrucomicrobium sp. BvORR034,1092,1396418
Verrucomicrobium sp. BvORR106,1393,1403819
Verrucomicrobium spinosum,1081,240016
Verrucosispora maris,702,263358
Vesicomyosocius okutanii,72,412965
Vibrio alginolyticus 40B,1436,674977
Vibrio alginolyticus NBRC15630,979,1219076
Vibrio anguillarum,774,55601
Vibrio azureus,938,1219077
Vibrio brasiliensis,623,945543
Vibrio breoganii,471,1205908
Vibrio caribbeanicus,1009,796620
Vibrio cholerae O1,767,243277
Vibrio cholerae O395,789,345073
Vibrio coralliilyticus,1115,675814
Vibrio cyclitrophicus,1324,1136163
Vibrio diazotrophicus,1297,1348635
Vibrio ezurae,292,1219080
Vibrio fischeri,760,312309
Vibrio genomosp.,1180,1187848
Vibrio halioticoli,831,1219072
Vibrio jasicida,1607,1280001
Vibrio kanaloae,43,1191299
Vibrio metschnikovii,877,675813
Vibrio mimicus,705,675806
Vibrio navarrensis,1033,29495
Vibrio nigripulchritudo,1154,1238450
Vibrio orientalis,786,675816
Vibrio proteolyticus,1239,1219065
Vibrio rumoiensis,714,1188252
Vibrio scophthalmi,760,870967
Vibrio sinaloensis,1393,945550
Vibrio sp. EJY3,868,1116375
Vibrio sp. ER1A,1268,1517681
Vibrio sp. N418,1145,701176
Vibrio sp. RC586,1014,675815
Vibrio splendidus,1383,617140
Vibrio tasmaniensis,881,575788
Vibrio tubiashii,837,1051646
Vibrio vulnificus,948,672
Vitreoscilla stercoraria,125,1123499
Wenxinia marina,955,1123501
Wigglesworthia glossinidia sp. Gmo,131,1142511
Wohlfahrtiimonas chitiniclastica,360,1123502
Wolbachia sp. Bma,108,292805
Wolbachia sp. Culex,116,570417
Wolbachia sp. Dme,122,163164
Wolbachia sp. Dsi,109,1236908
Wolbachia sp. Ooc,108,100901
Wolinella succinogenes,425,273121
Woodsholea maritima,467,1123503
Xanthobacter autotrophicus,667,78245
Xanthobacter sp. 126,1380,1131814
Xanthobacteraceae bacterium 501b,1212,1168059
Xanthomonas albilineans,391,380358
Xanthomonas arboricola,1175,454957
Xanthomonas axonopodis citri,750,190486
Xanthomonas axonopodis phaseoli,676,317013
Xanthomonas axonopodis vasculorum,919,325777
Xanthomonas campestris campestris,603,340
Xanthomonas campestris musacearum,1101,1094184
Xanthomonas campestris vesicatoria,702,316273
Xanthomonas cassavae,1171,1219375
Xanthomonas fragariae,418,1131451
Xanthomonas fuscans,605,366649
Xanthomonas hortorum,679,863365
Xanthomonas oryzae oryzicola,651,383407
Xanthomonas oryzae PXO99A,508,360094
Xanthomonas sp. Nyagatare,1145,1552758
Xanthomonas translucens,1133,1205753
Xanthomonas vesicatoria,771,925775
Xenococcus sp. PCC7305,1421,102125
Xenophilus azovorans,1384,1123504
Xenorhabdus bovienii,438,406818
Xenorhabdus nematophila,390,406817
Xylanimonas cellulosilytica,368,446471
Xylella fastidiosa 9a5c,248,160492
Xylella fastidiosa PLS229,178,1444770
Yaniella halotolerans,564,1123507
Yersinia aldovae,969,527002
Yersinia enterocolitica 8081,627,393305
Yersinia enterocolitica LC20,1130,1443113
Yersinia frederiksenii,1132,349966
Yersinia intermedia,630,349965
Yersinia kristensenii,685,28152
Yersinia massiliensis,1147,1205683
Yersinia pestis CO92,704,214092
Yersinia pseudotuberculosis,634,633
Yersinia ruckeri,519,29486
Zetaproteobacteria bacterium TAG1,159,1485545
Zimmermannella faecalis,280,1278308
Zymomonas mobilis ATCC10988,175,555217
Zymomonas mobilis pomaceae,167,579138
Zymomonas mobilis ZM4,180,264203
