1265310.CCBD010000081_gene5083,kdpA,Potassium-transporting&nbsp;ATPase&nbsp;potassium-binding&nbsp;subunit,98.9
1265310.CCBD010000040_gene2245,CCBD010000040_gene2245,annotation&nbsp;not&nbsp;available,59.6
1265310.CCBD010000081_gene5049,CCBD010000081_gene5049,annotation&nbsp;not&nbsp;available,59.6
1265310.CCBD010000059_gene1314,CCBD010000059_gene1314,annotation&nbsp;not&nbsp;available,59.6
1265310.CCBD010000064_gene991,CCBD010000064_gene991,annotation&nbsp;not&nbsp;available,59.5
1265310.CCBD010000008_gene2797,CCBD010000008_gene2797,annotation&nbsp;not&nbsp;available,59.5
1265310.CCBD010000003_gene4837,CCBD010000003_gene4837,annotation&nbsp;not&nbsp;available,59.5
1265310.CCBD010000064_gene1094,CCBD010000064_gene1094,annotation&nbsp;not&nbsp;available,59.5
1265310.CCBD010000015_gene3654,CCBD010000015_gene3654,annotation&nbsp;not&nbsp;available,59.5
1265310.CCBD010000051_gene2114,CCBD010000051_gene2114,annotation&nbsp;not&nbsp;available,59.5
1265310.CCBD010000010_gene3359,CCBD010000010_gene3359,annotation&nbsp;not&nbsp;available,59.5
1265310.CCBD010000047_gene2571,CCBD010000047_gene2571,annotation&nbsp;not&nbsp;available,59.4
1265310.CCBD010000095_gene4343,CCBD010000095_gene4343,annotation&nbsp;not&nbsp;available,59.4
1265310.CCBD010000068_gene537,CCBD010000068_gene537,annotation&nbsp;not&nbsp;available,59.4
1265310.CCBD010000046_gene2423,CCBD010000046_gene2423,annotation&nbsp;not&nbsp;available,59.4
1265310.CCBD010000024_gene1854,CCBD010000024_gene1854,annotation&nbsp;not&nbsp;available,59.4
1265310.CCBD010000080_gene5018,CCBD010000080_gene5018,annotation&nbsp;not&nbsp;available,59.4
1265310.CCBD010000044_gene631,CCBD010000044_gene631,ATP&nbsp;synthase&nbsp;subunit&nbsp;b,59.4
1265310.CCBD010000059_gene1325,CCBD010000059_gene1325,annotation&nbsp;not&nbsp;available,59.3
1265310.CCBD010000007_gene2984,CCBD010000007_gene2984,Formate-dependent&nbsp;phosphoribosylglycinamide&nbsp;formyltransferase,59.3
1265310.CCBD010000007_gene2944,CCBD010000007_gene2944,annotation&nbsp;not&nbsp;available,59.2
1265310.CCBD010000048_gene363,CCBD010000048_gene363,annotation&nbsp;not&nbsp;available,59.2
1265310.CCBD010000019_gene4086,frr,Ribosome-recycling&nbsp;factor,59.2
1265310.CCBD010000015_gene3497,CCBD010000015_gene3497,annotation&nbsp;not&nbsp;available,59.2
1265310.CCBD010000051_gene2109,CCBD010000051_gene2109,annotation&nbsp;not&nbsp;available,59.2
1265310.CCBD010000004_gene2653,CCBD010000004_gene2653,annotation&nbsp;not&nbsp;available,59.1
1265310.CCBD010000050_gene2050,CCBD010000050_gene2050,annotation&nbsp;not&nbsp;available,59.1
1265310.CCBD010000008_gene2852,CCBD010000008_gene2852,Alanine&nbsp;racemase,59.1
1265310.CCBD010000058_gene1358,CCBD010000058_gene1358,annotation&nbsp;not&nbsp;available,59.1
1265310.CCBD010000038_gene2363,CCBD010000038_gene2363,annotation&nbsp;not&nbsp;available,59.1
1265310.CCBD010000081_gene5084,kdpB,Potassium-transporting&nbsp;ATPase&nbsp;ATP-binding&nbsp;subunit,59.1
1265310.CCBD010000016_gene3954,CCBD010000016_gene3954,annotation&nbsp;not&nbsp;available,59.0
1265310.CCBD010000086_gene4657,CCBD010000086_gene4657,annotation&nbsp;not&nbsp;available,59.0
1265310.CCBD010000088_gene4478,CCBD010000088_gene4478,annotation&nbsp;not&nbsp;available,59.0
1265310.CCBD010000075_gene5561,CCBD010000075_gene5561,annotation&nbsp;not&nbsp;available,59.0
1265310.CCBD010000073_gene294,CCBD010000073_gene294,Peptidyl-prolyl&nbsp;cis-trans&nbsp;isomerase,58.9
1265310.CCBD010000075_gene5573,CCBD010000075_gene5573,annotation&nbsp;not&nbsp;available,58.9
1265310.CCBD010000023_gene4292,CCBD010000023_gene4292,annotation&nbsp;not&nbsp;available,58.9
1265310.CCBD010000061_gene1147,CCBD010000061_gene1147,annotation&nbsp;not&nbsp;available,58.9
1265310.CCBD010000073_gene330,CCBD010000073_gene330,annotation&nbsp;not&nbsp;available,58.9
1265310.CCBD010000096_gene4376,coaA,annotation&nbsp;not&nbsp;available,58.8
1265310.CCBD010000014_gene3877,CCBD010000014_gene3877,annotation&nbsp;not&nbsp;available,58.8
1265310.CCBD010000088_gene4523,purD,annotation&nbsp;not&nbsp;available,58.8
1265310.CCBD010000079_gene5213,CCBD010000079_gene5213,annotation&nbsp;not&nbsp;available,58.8
1265310.CCBD010000070_gene115,CCBD010000070_gene115,annotation&nbsp;not&nbsp;available,58.8
1265310.CCBD010000011_gene3415,CCBD010000011_gene3415,annotation&nbsp;not&nbsp;available,58.8
1265310.CCBD010000051_gene2134,murD,UDP-N-acetylmuramoylalanine--D-glutamate&nbsp;ligase,58.8
1265310.CCBD010000031_gene1739,CCBD010000031_gene1739,annotation&nbsp;not&nbsp;available,58.8
1265310.CCBD010000048_gene381,CCBD010000048_gene381,annotation&nbsp;not&nbsp;available,58.7
1265310.CCBD010000044_gene605,CCBD010000044_gene605,annotation&nbsp;not&nbsp;available,58.7
1265310.CCBD010000010_gene3377,CCBD010000010_gene3377,annotation&nbsp;not&nbsp;available,58.7
1265310.CCBD010000079_gene5246,CCBD010000079_gene5246,annotation&nbsp;not&nbsp;available,58.6
1265310.CCBD010000004_gene2658,CCBD010000004_gene2658,annotation&nbsp;not&nbsp;available,58.6
1265310.CCBD010000007_gene3062,CCBD010000007_gene3062,annotation&nbsp;not&nbsp;available,58.6
1265310.CCBD010000007_gene3193,CCBD010000007_gene3193,annotation&nbsp;not&nbsp;available,58.6
1265310.CCBD010000039_gene2311,CCBD010000039_gene2311,annotation&nbsp;not&nbsp;available,58.6
1265310.CCBD010000088_gene4476,purF,Amidophosphoribosyltransferase,58.5
1265310.CCBD010000014_gene3879,nuoK,NADH-quinone&nbsp;oxidoreductase&nbsp;subunit&nbsp;K,58.5
1265310.CCBD010000003_gene4831,CCBD010000003_gene4831,annotation&nbsp;not&nbsp;available,58.5
1265310.CCBD010000031_gene1784,CCBD010000031_gene1784,annotation&nbsp;not&nbsp;available,58.4
1265310.CCBD010000015_gene3611,CCBD010000015_gene3611,annotation&nbsp;not&nbsp;available,58.4
1265310.CCBD010000065_gene895,CCBD010000065_gene895,annotation&nbsp;not&nbsp;available,58.4
1265310.CCBD010000064_gene981,CCBD010000064_gene981,annotation&nbsp;not&nbsp;available,58.4
1265310.CCBD010000031_gene1769,CCBD010000031_gene1769,annotation&nbsp;not&nbsp;available,58.4
1265310.CCBD010000050_gene1947,CCBD010000050_gene1947,annotation&nbsp;not&nbsp;available,58.4
1265310.CCBD010000095_gene4324,CCBD010000095_gene4324,annotation&nbsp;not&nbsp;available,58.3
1265310.CCBD010000015_gene3643,CCBD010000015_gene3643,annotation&nbsp;not&nbsp;available,58.3
1265310.CCBD010000012_gene3300,purK,N5-carboxyaminoimidazole&nbsp;ribonucleotide&nbsp;synthase,58.3
1265310.CCBD010000065_gene912,CCBD010000065_gene912,annotation&nbsp;not&nbsp;available,58.3
1265310.CCBD010000038_gene2329,CCBD010000038_gene2329,annotation&nbsp;not&nbsp;available,58.2
1265310.CCBD010000084_gene4419,CCBD010000084_gene4419,annotation&nbsp;not&nbsp;available,58.2
1265310.CCBD010000007_gene3178,CCBD010000007_gene3178,annotation&nbsp;not&nbsp;available,58.2
1265310.CCBD010000030_gene1589,nusB,Transcription&nbsp;antitermination&nbsp;protein&nbsp;NusB,58.1
1265310.CCBD010000086_gene4590,moaA,"GTP&nbsp;3',8-cyclase",58.1
1265310.CCBD010000007_gene3049,CCBD010000007_gene3049,annotation&nbsp;not&nbsp;available,58.1
1265310.CCBD010000077_gene5328,CCBD010000077_gene5328,annotation&nbsp;not&nbsp;available,58.1
1265310.CCBD010000007_gene3013,CCBD010000007_gene3013,annotation&nbsp;not&nbsp;available,58.1
1265310.CCBD010000015_gene3561,CCBD010000015_gene3561,annotation&nbsp;not&nbsp;available,58.1
1265310.CCBD010000039_gene2290,CCBD010000039_gene2290,annotation&nbsp;not&nbsp;available,58.1
1265310.CCBD010000062_gene1242,CCBD010000062_gene1242,annotation&nbsp;not&nbsp;available,58.1
1265310.CCBD010000044_gene675,CCBD010000044_gene675,annotation&nbsp;not&nbsp;available,58.1
1265310.CCBD010000086_gene4643,CCBD010000086_gene4643,annotation&nbsp;not&nbsp;available,58.1
1265310.CCBD010000014_gene3832,CCBD010000014_gene3832,annotation&nbsp;not&nbsp;available,58.0
1265310.CCBD010000043_gene2210,CCBD010000043_gene2210,Carbonic&nbsp;anhydrase,58.0
1265310.CCBD010000022_gene4313,CCBD010000022_gene4313,annotation&nbsp;not&nbsp;available,58.0
1265310.CCBD010000047_gene2542,CCBD010000047_gene2542,annotation&nbsp;not&nbsp;available,58.0
1265310.CCBD010000062_gene1198,CCBD010000062_gene1198,annotation&nbsp;not&nbsp;available,58.0
1265310.CCBD010000044_gene623,rpmE,50S&nbsp;ribosomal&nbsp;protein&nbsp;L31,58.0
1265310.CCBD010000008_gene2816,CCBD010000008_gene2816,annotation&nbsp;not&nbsp;available,57.9
1265310.CCBD010000015_gene3660,CCBD010000015_gene3660,annotation&nbsp;not&nbsp;available,57.9
1265310.CCBD010000083_gene5003,CCBD010000083_gene5003,annotation&nbsp;not&nbsp;available,57.9
1265310.CCBD010000069_gene432,CCBD010000069_gene432,annotation&nbsp;not&nbsp;available,57.9
1265310.CCBD010000007_gene3264,CCBD010000007_gene3264,Cyanate&nbsp;hydratase,57.9
1265310.CCBD010000044_gene695,CCBD010000044_gene695,annotation&nbsp;not&nbsp;available,57.9
1265310.CCBD010000070_gene159,CCBD010000070_gene159,annotation&nbsp;not&nbsp;available,57.9
1265310.CCBD010000064_gene1136,CCBD010000064_gene1136,annotation&nbsp;not&nbsp;available,57.9
1265310.CCBD010000054_gene1470,prcB,Proteasome&nbsp;subunit&nbsp;beta,57.9
1265310.CCBD010000019_gene4003,CCBD010000019_gene4003,annotation&nbsp;not&nbsp;available,57.9
1265310.CCBD010000019_gene4082,CCBD010000019_gene4082,annotation&nbsp;not&nbsp;available,57.9
1265310.CCBD010000004_gene2673,CCBD010000004_gene2673,annotation&nbsp;not&nbsp;available,57.9
1265310.CCBD010000070_gene225,CCBD010000070_gene225,annotation&nbsp;not&nbsp;available,57.9
1265310.CCBD010000006_gene2916,CCBD010000006_gene2916,annotation&nbsp;not&nbsp;available,57.8
1265310.CCBD010000048_gene354,CCBD010000048_gene354,annotation&nbsp;not&nbsp;available,57.8
1265310.CCBD010000003_gene4809,CCBD010000003_gene4809,annotation&nbsp;not&nbsp;available,57.8
1265310.CCBD010000058_gene1393,CCBD010000058_gene1393,annotation&nbsp;not&nbsp;available,57.8
1265310.CCBD010000045_gene795,CCBD010000045_gene795,annotation&nbsp;not&nbsp;available,57.8
1265310.CCBD010000068_gene510,trmB,tRNA&nbsp;(guanine-N(7)-)-methyltransferase,57.8
1265310.CCBD010000047_gene2491,CCBD010000047_gene2491,Chaperone&nbsp;protein&nbsp;DnaJ,57.8
1265310.CCBD010000047_gene2528,dnaG,DNA&nbsp;primase,57.7
1265310.CCBD010000007_gene3054,mopA,60&nbsp;kDa&nbsp;chaperonin,57.7
1265310.CCBD010000050_gene1973,acpP,Acyl&nbsp;carrier&nbsp;protein,57.7
1265310.CCBD010000077_gene5487,CCBD010000077_gene5487,annotation&nbsp;not&nbsp;available,57.7
1265310.CCBD010000054_gene1512,CCBD010000054_gene1512,annotation&nbsp;not&nbsp;available,57.7
1265310.CCBD010000007_gene3080,CCBD010000007_gene3080,annotation&nbsp;not&nbsp;available,57.7
1265310.CCBD010000077_gene5371,egtC,Gamma-glutamyl-hercynylcysteine&nbsp;sulfoxide&nbsp;hydrolase,57.7
1265310.CCBD010000047_gene2502,era,GTPase&nbsp;Era,57.7
1265310.CCBD010000074_gene5506,CCBD010000074_gene5506,annotation&nbsp;not&nbsp;available,57.6
1265310.CCBD010000015_gene3573,CCBD010000015_gene3573,annotation&nbsp;not&nbsp;available,57.6
1265310.CCBD010000074_gene5498,CCBD010000074_gene5498,annotation&nbsp;not&nbsp;available,57.6
1265310.CCBD010000038_gene2351,CCBD010000038_gene2351,annotation&nbsp;not&nbsp;available,57.6
1265310.CCBD010000086_gene4587,CCBD010000086_gene4587,annotation&nbsp;not&nbsp;available,57.6
1265310.CCBD010000086_gene4726,CCBD010000086_gene4726,annotation&nbsp;not&nbsp;available,57.5
1265310.CCBD010000069_gene440,CCBD010000069_gene440,annotation&nbsp;not&nbsp;available,57.5
1265310.CCBD010000070_gene163,CCBD010000070_gene163,annotation&nbsp;not&nbsp;available,57.5
1265310.CCBD010000087_gene4543,CCBD010000087_gene4543,annotation&nbsp;not&nbsp;available,57.5
1265310.CCBD010000059_gene1297,CCBD010000059_gene1297,annotation&nbsp;not&nbsp;available,57.5
1265310.CCBD010000039_gene2295,CCBD010000039_gene2295,annotation&nbsp;not&nbsp;available,57.5
1265310.CCBD010000007_gene3266,CCBD010000007_gene3266,annotation&nbsp;not&nbsp;available,57.5
1265310.CCBD010000014_gene3791,CCBD010000014_gene3791,annotation&nbsp;not&nbsp;available,57.5
1265310.CCBD010000014_gene3772,CCBD010000014_gene3772,annotation&nbsp;not&nbsp;available,57.5
1265310.CCBD010000031_gene1673,ctaB,Protoheme&nbsp;IX&nbsp;farnesyltransferase,57.5
1265310.CCBD010000019_gene4036,glnD,Bifunctional&nbsp;uridylyltransferase/uridylyl-removing&nbsp;enzyme,57.4
1265310.CCBD010000030_gene1607,CCBD010000030_gene1607,annotation&nbsp;not&nbsp;available,57.4
1265310.CCBD010000044_gene733,CCBD010000044_gene733,annotation&nbsp;not&nbsp;available,57.4
1265310.CCBD010000047_gene2633,CCBD010000047_gene2633,annotation&nbsp;not&nbsp;available,57.4
1265310.CCBD010000062_gene1229,CCBD010000062_gene1229,Bacterioferritin,57.4
1265310.CCBD010000055_gene1434,CCBD010000055_gene1434,annotation&nbsp;not&nbsp;available,57.4
1265310.CCBD010000058_gene1366,katG,Catalase-peroxidase,57.4
1265310.CCBD010000015_gene3670,CCBD010000015_gene3670,annotation&nbsp;not&nbsp;available,57.4
1265310.CCBD010000045_gene877,CCBD010000045_gene877,annotation&nbsp;not&nbsp;available,57.4
1265310.CCBD010000031_gene1744,CCBD010000031_gene1744,annotation&nbsp;not&nbsp;available,57.4
1265310.CCBD010000065_gene894,CCBD010000065_gene894,annotation&nbsp;not&nbsp;available,57.4
1265310.CCBD010000034_gene2084,CCBD010000034_gene2084,annotation&nbsp;not&nbsp;available,57.4
1265310.CCBD010000015_gene3714,CCBD010000015_gene3714,annotation&nbsp;not&nbsp;available,57.4
1265310.CCBD010000029_gene1567,CCBD010000029_gene1567,annotation&nbsp;not&nbsp;available,57.3
1265310.CCBD010000059_gene1318,CCBD010000059_gene1318,annotation&nbsp;not&nbsp;available,57.3
1265310.CCBD010000075_gene5516,CCBD010000075_gene5516,DNA&nbsp;polymerase&nbsp;IV,57.3
1265310.CCBD010000044_gene775,CCBD010000044_gene775,annotation&nbsp;not&nbsp;available,57.3
1265310.CCBD010000066_gene392,argG,annotation&nbsp;not&nbsp;available,57.3
1265310.CCBD010000092_gene4750,CCBD010000092_gene4750,annotation&nbsp;not&nbsp;available,57.2
1265310.CCBD010000029_gene1573,CCBD010000029_gene1573,annotation&nbsp;not&nbsp;available,57.2
1265310.CCBD010000082_gene4953,CCBD010000082_gene4953,annotation&nbsp;not&nbsp;available,57.2
1265310.CCBD010000058_gene1343,CCBD010000058_gene1343,annotation&nbsp;not&nbsp;available,57.2
1265310.CCBD010000015_gene3609,CCBD010000015_gene3609,annotation&nbsp;not&nbsp;available,57.2
1265310.CCBD010000086_gene4569,pdxH,Pyridoxine/pyridoxamine&nbsp;5'-phosphate&nbsp;oxidase,57.2
1265310.CCBD010000072_gene347,CCBD010000072_gene347,annotation&nbsp;not&nbsp;available,57.1
1265310.CCBD010000007_gene3270,CCBD010000007_gene3270,annotation&nbsp;not&nbsp;available,57.1
1265310.CCBD010000075_gene5568,CCBD010000075_gene5568,annotation&nbsp;not&nbsp;available,57.1
1265310.CCBD010000075_gene5535,CCBD010000075_gene5535,annotation&nbsp;not&nbsp;available,57.1
1265310.CCBD010000047_gene2520,CCBD010000047_gene2520,annotation&nbsp;not&nbsp;available,57.1
1265310.CCBD010000065_gene946,CCBD010000065_gene946,annotation&nbsp;not&nbsp;available,57.1
1265310.CCBD010000065_gene903,CCBD010000065_gene903,annotation&nbsp;not&nbsp;available,57.0
1265310.CCBD010000051_gene2155,uppP,Undecaprenyl-diphosphatase,57.0
1265310.CCBD010000004_gene2660,CCBD010000004_gene2660,annotation&nbsp;not&nbsp;available,57.0
1265310.CCBD010000015_gene3671,CCBD010000015_gene3671,annotation&nbsp;not&nbsp;available,57.0
1265310.CCBD010000031_gene1765,CCBD010000031_gene1765,annotation&nbsp;not&nbsp;available,57.0
1265310.CCBD010000070_gene269,CCBD010000070_gene269,annotation&nbsp;not&nbsp;available,56.9
1265310.CCBD010000079_gene5198,CCBD010000079_gene5198,annotation&nbsp;not&nbsp;available,56.9
1265310.CCBD010000015_gene3693,CCBD010000015_gene3693,annotation&nbsp;not&nbsp;available,56.9
1265310.CCBD010000019_gene4055,CCBD010000019_gene4055,annotation&nbsp;not&nbsp;available,56.8
1265310.CCBD010000048_gene370,CCBD010000048_gene370,annotation&nbsp;not&nbsp;available,56.8
1265310.CCBD010000070_gene259,CCBD010000070_gene259,annotation&nbsp;not&nbsp;available,56.8
1265310.CCBD010000044_gene700,CCBD010000044_gene700,annotation&nbsp;not&nbsp;available,56.8
1265310.CCBD010000030_gene1622,CCBD010000030_gene1622,Coenzyme&nbsp;A&nbsp;biosynthesis&nbsp;bifunctional&nbsp;protein&nbsp;CoaBC,56.7
1265310.CCBD010000055_gene1399,CCBD010000055_gene1399,annotation&nbsp;not&nbsp;available,56.7
1265310.CCBD010000020_gene4246,CCBD010000020_gene4246,annotation&nbsp;not&nbsp;available,56.7
1265310.CCBD010000008_gene2822,rpsD,30S&nbsp;ribosomal&nbsp;protein&nbsp;S4,56.7
1265310.CCBD010000007_gene2966,CCBD010000007_gene2966,annotation&nbsp;not&nbsp;available,56.7
1265310.CCBD010000082_gene4993,pgi,annotation&nbsp;not&nbsp;available,56.7
1265310.CCBD010000034_gene2091,CCBD010000034_gene2091,annotation&nbsp;not&nbsp;available,56.7
1265310.CCBD010000050_gene2014,CCBD010000050_gene2014,annotation&nbsp;not&nbsp;available,56.6
1265310.CCBD010000086_gene4576,serC,Phosphoserine&nbsp;aminotransferase,56.6
1265310.CCBD010000095_gene4347,CCBD010000095_gene4347,annotation&nbsp;not&nbsp;available,56.6
1265310.CCBD010000065_gene932,CCBD010000065_gene932,annotation&nbsp;not&nbsp;available,56.6
1265310.CCBD010000007_gene2975,CCBD010000007_gene2975,annotation&nbsp;not&nbsp;available,56.6
1265310.CCBD010000084_gene4416,CCBD010000084_gene4416,annotation&nbsp;not&nbsp;available,56.5
1265310.CCBD010000031_gene1690,CCBD010000031_gene1690,annotation&nbsp;not&nbsp;available,56.5
1265310.CCBD010000077_gene5394,CCBD010000077_gene5394,annotation&nbsp;not&nbsp;available,56.5
1265310.CCBD010000019_gene3978,CCBD010000019_gene3978,annotation&nbsp;not&nbsp;available,56.5
1265310.CCBD010000082_gene4966,CCBD010000082_gene4966,annotation&nbsp;not&nbsp;available,56.5
1265310.CCBD010000002_gene4851,CCBD010000002_gene4851,annotation&nbsp;not&nbsp;available,56.5
1265310.CCBD010000007_gene3051,CCBD010000007_gene3051,annotation&nbsp;not&nbsp;available,56.5
1265310.CCBD010000098_gene4387,CCBD010000098_gene4387,annotation&nbsp;not&nbsp;available,56.5
1265310.CCBD010000065_gene953,pyrG,CTP&nbsp;synthase,56.5
1265310.CCBD010000029_gene1570,CCBD010000029_gene1570,annotation&nbsp;not&nbsp;available,56.4
1265310.CCBD010000082_gene4951,CCBD010000082_gene4951,annotation&nbsp;not&nbsp;available,56.4
1265310.CCBD010000007_gene3105,CCBD010000007_gene3105,annotation&nbsp;not&nbsp;available,56.4
1265310.CCBD010000014_gene3837,ubiX,Flavin&nbsp;prenyltransferase&nbsp;UbiX,56.4
1265310.CCBD010000029_gene1552,CCBD010000029_gene1552,annotation&nbsp;not&nbsp;available,56.3
1265310.CCBD010000015_gene3593,CCBD010000015_gene3593,annotation&nbsp;not&nbsp;available,56.3
1265310.CCBD010000029_gene1562,aspS,Aspartate--tRNA(Asp/Asn)&nbsp;ligase,56.3
1265310.CCBD010000075_gene5589,CCBD010000075_gene5589,annotation&nbsp;not&nbsp;available,56.3
1265310.CCBD010000007_gene3204,CCBD010000007_gene3204,annotation&nbsp;not&nbsp;available,56.2
1265310.CCBD010000015_gene3530,CCBD010000015_gene3530,annotation&nbsp;not&nbsp;available,56.2
1265310.CCBD010000070_gene104,CCBD010000070_gene104,annotation&nbsp;not&nbsp;available,56.2
1265310.CCBD010000015_gene3449,CCBD010000015_gene3449,annotation&nbsp;not&nbsp;available,56.2
1265310.CCBD010000014_gene3760,CCBD010000014_gene3760,annotation&nbsp;not&nbsp;available,56.2
1265310.CCBD010000019_gene4058,fdhD,Sulfur&nbsp;carrier&nbsp;protein&nbsp;FdhD,56.2
1265310.CCBD010000045_gene861,CCBD010000045_gene861,annotation&nbsp;not&nbsp;available,56.2
1265310.CCBD010000070_gene130,CCBD010000070_gene130,annotation&nbsp;not&nbsp;available,56.1
1265310.CCBD010000074_gene5510,CCBD010000074_gene5510,annotation&nbsp;not&nbsp;available,56.1
1265310.CCBD010000024_gene1843,CCBD010000024_gene1843,annotation&nbsp;not&nbsp;available,56.1
1265310.CCBD010000069_gene481,CCBD010000069_gene481,annotation&nbsp;not&nbsp;available,56.1
1265310.CCBD010000030_gene1595,CCBD010000030_gene1595,annotation&nbsp;not&nbsp;available,56.0
1265310.CCBD010000044_gene668,CCBD010000044_gene668,annotation&nbsp;not&nbsp;available,56.0
1265310.CCBD010000073_gene304,rnpA,Ribonuclease&nbsp;P&nbsp;protein&nbsp;component,56.0
1265310.CCBD010000010_gene3361,CCBD010000010_gene3361,annotation&nbsp;not&nbsp;available,56.0
1265310.CCBD010000007_gene2959,pyrE,Orotate&nbsp;phosphoribosyltransferase,56.0
1265310.CCBD010000092_gene4775,CCBD010000092_gene4775,annotation&nbsp;not&nbsp;available,55.9
1265310.CCBD010000038_gene2330,CCBD010000038_gene2330,annotation&nbsp;not&nbsp;available,55.9
1265310.CCBD010000064_gene989,CCBD010000064_gene989,annotation&nbsp;not&nbsp;available,55.9
1265310.CCBD010000047_gene2603,CCBD010000047_gene2603,annotation&nbsp;not&nbsp;available,55.9
1265310.CCBD010000047_gene2507,CCBD010000047_gene2507,annotation&nbsp;not&nbsp;available,55.9
1265310.CCBD010000016_gene3940,lig,Probable&nbsp;DNA&nbsp;ligase,55.8
1265310.CCBD010000021_gene4161,CCBD010000021_gene4161,annotation&nbsp;not&nbsp;available,55.8
1265310.CCBD010000027_gene1536,CCBD010000027_gene1536,annotation&nbsp;not&nbsp;available,55.8
1265310.CCBD010000031_gene1665,ppc,Phosphoenolpyruvate&nbsp;carboxylase,55.8
1265310.CCBD010000019_gene3975,CCBD010000019_gene3975,annotation&nbsp;not&nbsp;available,55.8
1265310.CCBD010000039_gene2297,CCBD010000039_gene2297,annotation&nbsp;not&nbsp;available,55.8
1265310.CCBD010000082_gene4984,sucC,Succinate--CoA&nbsp;ligase&nbsp;[ADP-forming]&nbsp;subunit&nbsp;beta,55.8
1265310.CCBD010000010_gene3360,CCBD010000010_gene3360,annotation&nbsp;not&nbsp;available,55.7
1265310.CCBD010000050_gene1885,CCBD010000050_gene1885,annotation&nbsp;not&nbsp;available,55.7
1265310.CCBD010000079_gene5221,CCBD010000079_gene5221,annotation&nbsp;not&nbsp;available,55.6
1265310.CCBD010000050_gene2044,CCBD010000050_gene2044,annotation&nbsp;not&nbsp;available,55.6
1265310.CCBD010000047_gene2612,CCBD010000047_gene2612,annotation&nbsp;not&nbsp;available,55.5
1265310.CCBD010000077_gene5443,CCBD010000077_gene5443,annotation&nbsp;not&nbsp;available,55.5
1265310.CCBD010000044_gene782,CCBD010000044_gene782,annotation&nbsp;not&nbsp;available,55.5
1265310.CCBD010000019_gene4079,CCBD010000019_gene4079,annotation&nbsp;not&nbsp;available,55.5
1265310.CCBD010000039_gene2298,CCBD010000039_gene2298,annotation&nbsp;not&nbsp;available,55.5
1265310.CCBD010000013_gene3334,CCBD010000013_gene3334,annotation&nbsp;not&nbsp;available,55.5
1265310.CCBD010000007_gene3285,CCBD010000007_gene3285,annotation&nbsp;not&nbsp;available,55.4
1265310.CCBD010000002_gene4865,CCBD010000002_gene4865,annotation&nbsp;not&nbsp;available,55.4
1265310.CCBD010000040_gene2242,mdh,Malate&nbsp;dehydrogenase,55.4
1265310.CCBD010000047_gene2637,CCBD010000047_gene2637,annotation&nbsp;not&nbsp;available,55.4
1265310.CCBD010000010_gene3346,CCBD010000010_gene3346,annotation&nbsp;not&nbsp;available,55.4
1265310.CCBD010000003_gene4827,CCBD010000003_gene4827,annotation&nbsp;not&nbsp;available,55.4
1265310.CCBD010000015_gene3696,CCBD010000015_gene3696,annotation&nbsp;not&nbsp;available,55.4
1265310.CCBD010000070_gene86,CCBD010000070_gene86,annotation&nbsp;not&nbsp;available,55.4
1265310.CCBD010000031_gene1753,CCBD010000031_gene1753,annotation&nbsp;not&nbsp;available,55.4
1265310.CCBD010000069_gene415,CCBD010000069_gene415,annotation&nbsp;not&nbsp;available,55.4
1265310.CCBD010000024_gene1863,ruvB,Holliday&nbsp;junction&nbsp;ATP-dependent&nbsp;DNA&nbsp;helicase&nbsp;RuvB,55.3
1265310.CCBD010000063_gene1188,CCBD010000063_gene1188,annotation&nbsp;not&nbsp;available,55.3
1265310.CCBD010000073_gene300,CCBD010000073_gene300,annotation&nbsp;not&nbsp;available,55.3
1265310.CCBD010000088_gene4472,CCBD010000088_gene4472,annotation&nbsp;not&nbsp;available,55.3
1265310.CCBD010000043_gene2165,CCBD010000043_gene2165,annotation&nbsp;not&nbsp;available,55.3
1265310.CCBD010000031_gene1685,CCBD010000031_gene1685,Cysteine&nbsp;desulfurase,55.3
1265310.CCBD010000018_gene4131,CCBD010000018_gene4131,annotation&nbsp;not&nbsp;available,55.3
1265310.CCBD010000039_gene2256,CCBD010000039_gene2256,annotation&nbsp;not&nbsp;available,55.2
1265310.CCBD010000047_gene2535,CCBD010000047_gene2535,annotation&nbsp;not&nbsp;available,55.2
1265310.CCBD010000086_gene4716,CCBD010000086_gene4716,annotation&nbsp;not&nbsp;available,55.2
1265310.CCBD010000055_gene1419,CCBD010000055_gene1419,annotation&nbsp;not&nbsp;available,55.2
1265310.CCBD010000003_gene4825,CCBD010000003_gene4825,annotation&nbsp;not&nbsp;available,55.2
1265310.CCBD010000086_gene4693,CCBD010000086_gene4693,annotation&nbsp;not&nbsp;available,55.2
1265310.CCBD010000087_gene4557,CCBD010000087_gene4557,annotation&nbsp;not&nbsp;available,55.2
1265310.CCBD010000018_gene4147,CCBD010000018_gene4147,annotation&nbsp;not&nbsp;available,55.1
1265310.CCBD010000050_gene1895,CCBD010000050_gene1895,annotation&nbsp;not&nbsp;available,55.1
1265310.CCBD010000065_gene976,CCBD010000065_gene976,annotation&nbsp;not&nbsp;available,55.1
1265310.CCBD010000061_gene1149,CCBD010000061_gene1149,annotation&nbsp;not&nbsp;available,55.1
1265310.CCBD010000064_gene1052,CCBD010000064_gene1052,annotation&nbsp;not&nbsp;available,55.1
